"CubeId";"SNB1A@SNB.NSS.KZS.EID"
"PublishingDate";"2026-09-04 08:31"

"Date";"LAUFZEIT";"ZEITPUNKT";"frequency";"AGGREGATIONSMETHODE";"Value"
"1988-02-25";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-02-26";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-02-29";"J10M0";"A1100";"P1D_L";"ZZ";"4.098"
"1988-03-01";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-02";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-03";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-04";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-07";"J10M0";"A1100";"P1D_L";"ZZ";"4.084"
"1988-03-08";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-09";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-10";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-11";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-14";"J10M0";"A1100";"P1D_L";"ZZ";"4.086"
"1988-03-15";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-16";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-17";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-18";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-21";"J10M0";"A1100";"P1D_L";"ZZ";"4.11"
"1988-03-22";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-23";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-24";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-25";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-28";"J10M0";"A1100";"P1D_L";"ZZ";"4.128"
"1988-03-29";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-30";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-03-31";"J10M0";"A1100";"P1D_L";"ZZ";"3.998"
"1988-04-01";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-04";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-05";"J10M0";"A1100";"P1D_L";"ZZ";"4.026"
"1988-04-06";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-07";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-08";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-11";"J10M0";"A1100";"P1D_L";"ZZ";"4.062"
"1988-04-12";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-13";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-14";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-15";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-18";"J10M0";"A1100";"P1D_L";"ZZ";"4.007"
"1988-04-19";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-20";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-21";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-22";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-25";"J10M0";"A1100";"P1D_L";"ZZ";"3.895"
"1988-04-26";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-27";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-28";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-04-29";"J10M0";"A1100";"P1D_L";"ZZ";"3.965"
"1988-05-02";"J10M0";"A1100";"P1D_L";"ZZ";"4.032"
"1988-05-03";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-04";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-05";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-06";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-09";"J10M0";"A1100";"P1D_L";"ZZ";"4.035"
"1988-05-10";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-11";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-12";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-13";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-16";"J10M0";"A1100";"P1D_L";"ZZ";"4.07"
"1988-05-17";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-18";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-19";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-20";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-23";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-24";"J10M0";"A1100";"P1D_L";"ZZ";"4.128"
"1988-05-25";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-26";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-27";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-05-30";"J10M0";"A1100";"P1D_L";"ZZ";"4.143"
"1988-05-31";"J10M0";"A1100";"P1D_L";"ZZ";"4.127"
"1988-06-01";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-02";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-03";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-06";"J10M0";"A1100";"P1D_L";"ZZ";"4.186"
"1988-06-07";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-08";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-09";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-10";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-13";"J10M0";"A1100";"P1D_L";"ZZ";"4.094"
"1988-06-14";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-15";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-16";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-17";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-20";"J10M0";"A1100";"P1D_L";"ZZ";"4.166"
"1988-06-21";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-22";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-23";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-24";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-27";"J10M0";"A1100";"P1D_L";"ZZ";"4.152"
"1988-06-28";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-29";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-06-30";"J10M0";"A1100";"P1D_L";"ZZ";"4.155"
"1988-07-01";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-04";"J10M0";"A1100";"P1D_L";"ZZ";"4.164"
"1988-07-05";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-06";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-07";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-08";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-11";"J10M0";"A1100";"P1D_L";"ZZ";"4.161"
"1988-07-12";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-13";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-14";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-15";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-18";"J10M0";"A1100";"P1D_L";"ZZ";"4.225"
"1988-07-19";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-20";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-21";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-22";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-25";"J10M0";"A1100";"P1D_L";"ZZ";"4.3"
"1988-07-26";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-27";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-28";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-07-29";"J10M0";"A1100";"P1D_L";"ZZ";"4.222"
"1988-08-01";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-02";"J10M0";"A1100";"P1D_L";"ZZ";"4.302"
"1988-08-03";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-04";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-05";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-08";"J10M0";"A1100";"P1D_L";"ZZ";"4.299"
"1988-08-09";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-10";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-11";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-12";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-15";"J10M0";"A1100";"P1D_L";"ZZ";"4.298"
"1988-08-16";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-17";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-18";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-19";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-22";"J10M0";"A1100";"P1D_L";"ZZ";"4.321"
"1988-08-23";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-24";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-25";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-26";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-29";"J10M0";"A1100";"P1D_L";"ZZ";"4.307"
"1988-08-30";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-08-31";"J10M0";"A1100";"P1D_L";"ZZ";"4.292"
"1988-09-01";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-02";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-05";"J10M0";"A1100";"P1D_L";"ZZ";"4.301"
"1988-09-06";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-07";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-08";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-09";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-12";"J10M0";"A1100";"P1D_L";"ZZ";"4.284"
"1988-09-13";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-14";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-15";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-16";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-19";"J10M0";"A1100";"P1D_L";"ZZ";"4.263"
"1988-09-20";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-21";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-22";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-23";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-26";"J10M0";"A1100";"P1D_L";"ZZ";"4.254"
"1988-09-27";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-28";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-29";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-09-30";"J10M0";"A1100";"P1D_L";"ZZ";"4.257"
"1988-10-03";"J10M0";"A1100";"P1D_L";"ZZ";"4.21"
"1988-10-04";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-05";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-06";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-07";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-10";"J10M0";"A1100";"P1D_L";"ZZ";"4.181"
"1988-10-11";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-12";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-13";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-14";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-17";"J10M0";"A1100";"P1D_L";"ZZ";"4.047"
"1988-10-18";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-19";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-20";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-21";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-24";"J10M0";"A1100";"P1D_L";"ZZ";"4.024"
"1988-10-25";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-26";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-27";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-28";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-10-31";"J10M0";"A1100";"P1D_L";"ZZ";"4.014"
"1988-11-01";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-02";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-03";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-04";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-07";"J10M0";"A1100";"P1D_L";"ZZ";"4.047"
"1988-11-08";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-09";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-10";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-11";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-14";"J10M0";"A1100";"P1D_L";"ZZ";"4.031"
"1988-11-15";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-16";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-17";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-18";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-21";"J10M0";"A1100";"P1D_L";"ZZ";"4.064"
"1988-11-22";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-23";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-24";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-25";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-28";"J10M0";"A1100";"P1D_L";"ZZ";"4.042"
"1988-11-29";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-11-30";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-01";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-02";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-05";"J10M0";"A1100";"P1D_L";"ZZ";"3.991"
"1988-12-06";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-07";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-08";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-09";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-12";"J10M0";"A1100";"P1D_L";"ZZ";"4.079"
"1988-12-13";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-14";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-15";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-16";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-19";"J10M0";"A1100";"P1D_L";"ZZ";"4.131"
"1988-12-20";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-21";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-22";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-23";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-26";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-27";"J10M0";"A1100";"P1D_L";"ZZ";"4.219"
"1988-12-28";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-29";"J10M0";"A1100";"P1D_L";"ZZ";
"1988-12-30";"J10M0";"A1100";"P1D_L";"ZZ";"4.107"
"1989-01-02";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-03";"J10M0";"A1100";"P1D_L";"ZZ";"4.104"
"1989-01-04";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-05";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-06";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-09";"J10M0";"A1100";"P1D_L";"ZZ";"4.265"
"1989-01-10";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-11";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-12";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-13";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-16";"J10M0";"A1100";"P1D_L";"ZZ";"4.24"
"1989-01-17";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-18";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-19";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-20";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-23";"J10M0";"A1100";"P1D_L";"ZZ";"4.371"
"1989-01-24";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-25";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-26";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-27";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-01-30";"J10M0";"A1100";"P1D_L";"ZZ";"4.488"
"1989-01-31";"J10M0";"A1100";"P1D_L";"ZZ";"4.517"
"1989-02-01";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-02";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-03";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-06";"J10M0";"A1100";"P1D_L";"ZZ";"4.541"
"1989-02-07";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-08";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-09";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-10";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-13";"J10M0";"A1100";"P1D_L";"ZZ";"4.562"
"1989-02-14";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-15";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-16";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-17";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-20";"J10M0";"A1100";"P1D_L";"ZZ";"4.589"
"1989-02-21";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-22";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-23";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-24";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-02-27";"J10M0";"A1100";"P1D_L";"ZZ";"4.614"
"1989-02-28";"J10M0";"A1100";"P1D_L";"ZZ";"4.719"
"1989-03-01";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-02";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-03";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-06";"J10M0";"A1100";"P1D_L";"ZZ";"4.725"
"1989-03-07";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-08";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-09";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-10";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-13";"J10M0";"A1100";"P1D_L";"ZZ";"4.72"
"1989-03-14";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-15";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-16";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-17";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-20";"J10M0";"A1100";"P1D_L";"ZZ";"4.716"
"1989-03-21";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-22";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-23";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-24";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-27";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-28";"J10M0";"A1100";"P1D_L";"ZZ";"4.731"
"1989-03-29";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-30";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-03-31";"J10M0";"A1100";"P1D_L";"ZZ";"4.798"
"1989-04-03";"J10M0";"A1100";"P1D_L";"ZZ";"4.81"
"1989-04-04";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-05";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-06";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-07";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-10";"J10M0";"A1100";"P1D_L";"ZZ";"4.833"
"1989-04-11";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-12";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-13";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-14";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-17";"J10M0";"A1100";"P1D_L";"ZZ";"4.877"
"1989-04-18";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-19";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-20";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-21";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-24";"J10M0";"A1100";"P1D_L";"ZZ";"4.822"
"1989-04-25";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-26";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-27";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-04-28";"J10M0";"A1100";"P1D_L";"ZZ";"5.054"
"1989-05-01";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-02";"J10M0";"A1100";"P1D_L";"ZZ";"5.048"
"1989-05-03";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-04";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-05";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-08";"J10M0";"A1100";"P1D_L";"ZZ";"5.135"
"1989-05-09";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-10";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-11";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-12";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-15";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-16";"J10M0";"A1100";"P1D_L";"ZZ";"5.173"
"1989-05-17";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-18";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-19";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-22";"J10M0";"A1100";"P1D_L";"ZZ";"5.213"
"1989-05-23";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-24";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-25";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-26";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-29";"J10M0";"A1100";"P1D_L";"ZZ";"5.195"
"1989-05-30";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-05-31";"J10M0";"A1100";"P1D_L";"ZZ";"5.242"
"1989-06-01";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-02";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-05";"J10M0";"A1100";"P1D_L";"ZZ";"5.184"
"1989-06-06";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-07";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-08";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-09";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-12";"J10M0";"A1100";"P1D_L";"ZZ";"5.066"
"1989-06-13";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-14";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-15";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-16";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-19";"J10M0";"A1100";"P1D_L";"ZZ";"5.08"
"1989-06-20";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-21";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-22";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-23";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-26";"J10M0";"A1100";"P1D_L";"ZZ";"5.063"
"1989-06-27";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-28";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-29";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-06-30";"J10M0";"A1100";"P1D_L";"ZZ";"5.105"
"1989-07-03";"J10M0";"A1100";"P1D_L";"ZZ";"5.097"
"1989-07-04";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-07-05";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-07-06";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-07-07";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-07-10";"J10M0";"A1100";"P1D_L";"ZZ";"5.11"
"1989-07-11";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-07-12";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-07-13";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-07-14";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-07-17";"J10M0";"A1100";"P1D_L";"ZZ";"5.169"
"1989-07-18";"J10M0";"A1100";"P1D_L";"ZZ";
"1989-07-19";"J10M0";"A1100";"P1D_L";"ZZ";
